m,A,split1,still1,split2,still2,split3,still3
51,61,32.91619917435214,24.496425387157245,21.0640903734812,21.052979514157865,23.751010532452828,26.5216967665581
51,71,32.50522307426393,24.594707073107173,17.290944427214168,19.433914415855906,24.978883546739787,23.28448115188478
51,81,32.73990766610099,22.856930339871433,16.299419354433685,18.29567258463687,27.214445081744433,21.006021747800638
51,91,32.34685504830679,23.70710465584085,15.39089466097229,17.156294816830993,20.768408214271663,12.18292993839811
51,101,32.641552593441745,22.102334082127705,14.929955820966894,16.230546772611827,20.59684198130687,11.770343370617233
51,111,32.56929615833021,22.033615608257517,14.42905960470128,15.587230755271378,20.321817107700618,11.441040805281995
51,121,32.13319530471047,23.507188362294322,16.065323082450142,14.74580760095548,19.8827075534287,11.217880780929837
51,131,32.15591791587602,23.222113409267504,15.687657041740383,14.470534451387241,27.111402655370963,16.360427539500026
51,141,31.9222309905352,23.97889624496761,15.331789022977174,13.743545185830481,26.644864758346138,15.919470105643477
51,151,32.40291584495061,21.919332895785004,15.25010764180311,13.497015710723007,26.317824642726805,15.844920738365706
51,161,32.25704098553274,22.415013625658506,14.973782808464106,13.37755215497288,26.0478420291972,15.722459148477197
51,171,31.916823669160838,23.695541179238717,14.687722381695131,13.134911093265146,25.866562965332296,15.528688114194455
51,181,31.965253888181,23.433765481919927,14.572159442704418,13.26867732880275,25.612157562929085,15.49655472910839
51,191,31.884470384607226,23.693344496393156,14.407898421004232,12.764299158434108,25.32424656831227,15.36835897686487
51,201,31.668552147093145,24.481975570021827,14.22429685449467,12.385870011983902,24.79421672468622,15.184226593063707
51,211,32.63559801474317,20.407183182767987,14.43027333363026,12.999298858705721,24.978913647718507,15.501852374781077
51,221,32.28814605685334,21.9005546668993,12.409549815905342,12.345867478413455,24.43723430320178,15.31364225606099
51,231,31.77407315899201,23.963086677609255,12.176457277185,12.321398435089879,24.522492755798115,15.198951341370618
51,241,32.607167559275716,20.411158649236594,12.38674988527026,12.902251529857406,24.5445663260565,15.428952091364605
51,251,31.95526945038778,23.187515792295915,12.125277024861846,12.503030370180483,24.217290398865458,15.19745232776917
51,261,32.696839007041945,19.92772859164975,12.328178610003611,12.720458757075281,24.233054256082504,15.41600210990961
51,271,31.878084923636017,23.45402147953192,12.023858954476864,12.47042657611186,24.012344235558373,15.16511947985681
51,281,32.581147089785404,20.421218372853588,12.22375481188742,12.160647061037992,23.405040014056123,15.285900722325405
51,291,31.530407165773138,24.778008998491313,11.800711171809551,11.39514804722829,23.076580914409483,14.964758214625093
